"CustomerID","InvoiceNo","OrderDate","OrderTotal","CohortDate","PrevOrderDate","DaysSinceLastOrder","OrderSequenceNumber"
"14180.0","515946","2010-07-15 15:38:00",64.7,"2010-06-09 14:56:00","2010-06-30 08:25:00",15,3
"14180.0","521197","2010-09-02 17:28:00",71.95,"2010-06-09 14:56:00","2010-07-15 15:38:00",49,4
"14180.0","525433","2010-10-05 13:15:00",134.7,"2010-06-09 14:56:00","2010-09-02 17:28:00",33,5
"14180.0","528162","2010-10-21 09:19:00",482.58,"2010-06-09 14:56:00","2010-10-05 13:15:00",16,6
"14180.0","531418","2010-11-08 10:21:00",252.55,"2010-06-09 14:56:00","2010-10-21 09:19:00",18,7
"14180.0","534060","2010-11-21 10:51:00",236.0,"2010-06-09 14:56:00","2010-11-08 10:21:00",13,8
"14180.0","536739","2010-12-02 13:08:00",403.5,"2010-06-09 14:56:00","2010-11-21 10:51:00",11,9
"14180.0","538521","2010-12-13 09:02:00",339.4,"2010-06-09 14:56:00","2010-12-02 13:08:00",11,10
"14180.0","539298","2010-12-16 17:29:00",136.25,"2010-06-09 14:56:00","2010-12-13 09:02:00",3,11
"14180.0","539299","2010-12-16 17:30:00",218.85,"2010-06-09 14:56:00","2010-12-16 17:29:00",0,12
"14180.0","540028","2011-01-04 13:38:00",284.6,"2010-06-09 14:56:00","2010-12-16 17:30:00",19,13
"14180.0","541585","2011-01-19 14:22:00",275.5,"2010-06-09 14:56:00","2011-01-04 13:38:00",15,14
"14180.0","542900","2011-02-01 14:24:00",134.1,"2010-06-09 14:56:00","2011-01-19 14:22:00",13,15
"14180.0","543291","2011-02-07 10:50:00",143.92,"2010-06-09 14:56:00","2011-02-01 14:24:00",6,16
"14180.0","544150","2011-02-16 11:59:00",119.15,"2010-06-09 14:56:00","2011-02-07 10:50:00",9,17
"14180.0","545345","2011-03-02 09:33:00",382.1,"2010-06-09 14:56:00","2011-02-16 11:59:00",14,18
"14180.0","546432","2011-03-14 08:21:00",227.0,"2010-06-09 14:56:00","2011-03-02 09:33:00",12,19
"14180.0","548319","2011-03-30 12:48:00",245.2,"2010-06-09 14:56:00","2011-03-14 08:21:00",16,20
"14180.0","550492","2011-04-18 14:44:00",187.75,"2010-06-09 14:56:00","2011-03-30 12:48:00",19,21
"14180.0","552182","2011-05-06 13:38:00",195.15,"2010-06-09 14:56:00","2011-04-18 14:44:00",18,22
"14180.0","553638","2011-05-18 10:56:00",193.75,"2010-06-09 14:56:00","2011-05-06 13:38:00",12,23
"14180.0","555846","2011-06-07 13:21:00",149.15,"2010-06-09 14:56:00","2011-05-18 10:56:00",20,24
"14180.0","558031","2011-06-24 12:14:00",168.55,"2010-06-09 14:56:00","2011-06-07 13:21:00",17,25
"14180.0","559312","2011-07-07 13:43:00",97.5,"2010-06-09 14:56:00","2011-06-24 12:14:00",13,26
"14180.0","561065","2011-07-24 14:18:00",101.05,"2010-06-09 14:56:00","2011-07-07 13:43:00",17,27
"14180.0","562776","2011-08-09 12:23:00",174.65,"2010-06-09 14:56:00","2011-07-24 14:18:00",16,28
"14180.0","564474","2011-08-25 12:46:00",134.75,"2010-06-09 14:56:00","2011-08-09 12:23:00",16,29
"14180.0","566196","2011-09-09 13:47:00",148.8,"2010-06-09 14:56:00","2011-08-25 12:46:00",15,30
"14180.0","570973","2011-10-13 11:53:00",149.7,"2010-06-09 14:56:00","2011-09-09 13:47:00",34,31
"14180.0","575691","2011-11-10 16:21:00",179.55,"2010-06-09 14:56:00","2011-10-13 11:53:00",28,32
"14180.0","579285","2011-11-29 10:56:00",160.35,"2010-06-09 14:56:00","2011-11-10 16:21:00",19,33
"14181.0","509929","2010-05-26 12:32:00",216.1,"2010-05-26 12:32:00","",0,1
"14181.0","528768","2010-10-25 08:27:00",94.45,"2010-05-26 12:32:00","2010-05-26 12:32:00",152,2
"14182.0","505518","2010-04-22 15:36:00",157.3,"2010-04-22 15:36:00","",0,1
"14182.0","513799","2010-06-28 16:42:00",119.8,"2010-04-22 15:36:00","2010-04-22 15:36:00",67,2
"14182.0","518013","2010-08-04 10:36:00",146.02,"2010-04-22 15:36:00","2010-06-28 16:42:00",37,3
"14182.0","523471","2010-09-22 11:45:00",255.65,"2010-04-22 15:36:00","2010-08-04 10:36:00",49,4
"14183.0","519255","2010-08-15 15:36:00",139.58,"2010-08-15 15:36:00","",0,1
"14183.0","528750","2010-10-24 14:45:00",146.71,"2010-08-15 15:36:00","2010-08-15 15:36:00",70,2
"14184.0","569482","2011-10-04 12:43:00",452.89,"2011-10-04 12:43:00","",0,1
"14185.0","540970","2011-01-12 13:52:00",197.65,"2011-01-12 13:52:00","",0,1
"14186.0","500223","2010-03-05 11:17:00",204.34,"2010-03-05 11:17:00","",0,1
"14186.0","505855","2010-04-26 12:57:00",456.87,"2010-03-05 11:17:00","2010-03-05 11:17:00",52,2
"14186.0","509937","2010-05-26 12:39:00",322.88,"2010-03-05 11:17:00","2010-04-26 12:57:00",30,3
"14186.0","514836","2010-07-06 14:38:00",201.4,"2010-03-05 11:17:00","2010-05-26 12:39:00",41,4
"14186.0","526121","2010-10-08 13:30:00",365.14,"2010-03-05 11:17:00","2010-07-06 14:38:00",94,5
"14187.0","520020","2010-08-23 12:06:00",123.5,"2010-08-23 12:06:00","",0,1
"14188.0","543015","2011-02-02 13:46:00",398.0,"2011-02-02 13:46:00","",0,1
"14188.0","552328","2011-05-09 10:03:00",362.9,"2011-02-02 13:46:00","2011-02-02 13:46:00",96,2
"14188.0","559512","2011-07-08 15:54:00",329.46,"2011-02-02 13:46:00","2011-05-09 10:03:00",60,3
"14188.0","564053","2011-08-22 13:42:00",293.1,"2011-02-02 13:46:00","2011-07-08 15:54:00",45,4
"14188.0","568873","2011-09-29 12:15:00",334.5,"2011-02-02 13:46:00","2011-08-22 13:42:00",38,5
"14188.0","575305","2011-11-09 12:45:00",336.4,"2011-02-02 13:46:00","2011-09-29 12:15:00",41,6
"14189.0","533080","2010-11-16 09:28:00",849.07,"2010-11-16 09:28:00","",0,1
"14189.0","537312","2010-12-06 11:42:00",622.48,"2010-11-16 09:28:00","2010-11-16 09:28:00",20,2
"14189.0","540148","2011-01-05 10:58:00",364.8,"2010-11-16 09:28:00","2010-12-06 11:42:00",30,3
"14189.0","542110","2011-01-25 13:46:00",274.74,"2010-11-16 09:28:00","2011-01-05 10:58:00",20,4
"14189.0","544895","2011-02-24 12:22:00",214.71,"2010-11-16 09:28:00","2011-01-25 13:46:00",30,5
"14189.0","548208","2011-03-29 17:12:00",314.1,"2010-11-16 09:28:00","2011-02-24 12:22:00",33,6
"14189.0","550955","2011-04-21 16:26:00",318.78,"2010-11-16 09:28:00","2011-03-29 17:12:00",23,7
"14189.0","554129","2011-05-23 09:39:00",306.34,"2010-11-16 09:28:00","2011-04-21 16:26:00",32,8
"14189.0","554141","2011-05-23 10:34:00",51.36,"2010-11-16 09:28:00","2011-05-23 09:39:00",0,9
"14189.0","558911","2011-07-05 09:23:00",321.46,"2010-11-16 09:28:00","2011-05-23 10:34:00",43,10
"14189.0","563706","2011-08-18 14:48:00",429.43,"2010-11-16 09:28:00","2011-07-05 09:23:00",44,11
"14189.0","565436","2011-09-04 13:45:00",360.96,"2010-11-16 09:28:00","2011-08-18 14:48:00",17,12
"14189.0","572935","2011-10-27 10:26:00",467.5,"2010-11-16 09:28:00","2011-09-04 13:45:00",53,13
"14189.0","575690","2011-11-10 16:20:00",314.66,"2010-11-16 09:28:00","2011-10-27 10:26:00",14,14
"14189.0","578316","2011-11-23 16:43:00",302.44,"2010-11-16 09:28:00","2011-11-10 16:20:00",13,15
"14189.0","581181","2011-12-07 15:55:00",301.56,"2010-11-16 09:28:00","2011-11-23 16:43:00",14,16
"14190.0","497678","2010-02-11 14:27:00",79.9,"2010-02-11 14:27:00","",0,1
"14191.0","491447","2009-12-11 10:48:00",15.9,"2009-12-11 10:48:00","",0,1
"14191.0","531976","2010-11-10 12:27:00",117.0,"2009-12-11 10:48:00","2009-12-11 10:48:00",334,2
"14191.0","551556","2011-05-03 10:30:00",150.32,"2009-12-11 10:48:00","2010-11-10 12:27:00",174,3
"14191.0","554349","2011-05-24 08:49:00",278.78,"2009-12-11 10:48:00","2011-05-03 10:30:00",21,4
"14191.0","555940","2011-06-08 10:10:00",357.6,"2009-12-11 10:48:00","2011-05-24 08:49:00",15,5
"14191.0","558567","2011-06-30 14:37:00",318.9,"2009-12-11 10:48:00","2011-06-08 10:10:00",22,6
"14191.0","561804","2011-07-29 14:40:00",417.94,"2009-12-11 10:48:00","2011-06-30 14:37:00",29,7
"14191.0","562890","2011-08-10 12:11:00",355.45,"2009-12-11 10:48:00","2011-07-29 14:40:00",12,8
"14191.0","564174","2011-08-23 14:25:00",379.27,"2009-12-11 10:48:00","2011-08-10 12:11:00",13,9
"14191.0","567372","2011-09-20 09:24:00",267.03,"2009-12-11 10:48:00","2011-08-23 14:25:00",28,10
"14191.0","571690","2011-10-18 14:32:00",329.97,"2009-12-11 10:48:00","2011-09-20 09:24:00",28,11
"14191.0","573901","2011-11-01 14:49:00",294.58,"2009-12-11 10:48:00","2011-10-18 14:32:00",14,12
"14191.0","577050","2011-11-17 13:59:00",738.67,"2009-12-11 10:48:00","2011-11-01 14:49:00",16,13
"14191.0","579515","2011-11-29 17:23:00",370.13,"2009-12-11 10:48:00","2011-11-17 13:59:00",12,14
"14191.0","581218","2011-12-08 09:23:00",426.12,"2009-12-11 10:48:00","2011-11-29 17:23:00",9,15
"14192.0","533326","2010-11-16 17:44:00",293.74,"2010-11-16 17:44:00","",0,1
"14193.0","531442","2010-11-08 12:31:00",356.8,"2010-11-08 12:31:00","",0,1
"14193.0","546624","2011-03-15 11:38:00",422.54,"2010-11-08 12:31:00","2010-11-08 12:31:00",127,2
"14193.0","569242","2011-10-03 09:34:00",430.85,"2010-11-08 12:31:00","2011-03-15 11:38:00",202,3
"14194.0","493739","2010-01-06 12:16:00",689.82,"2010-01-06 12:16:00","",0,1
"14194.0","495377","2010-01-24 13:36:00",475.0,"2010-01-06 12:16:00","2010-01-06 12:16:00",18,2
"14194.0","499900","2010-03-03 12:02:00",344.57,"2010-01-06 12:16:00","2010-01-24 13:36:00",38,3
"14194.0","506242","2010-04-28 13:12:00",376.7,"2010-01-06 12:16:00","2010-03-03 12:02:00",56,4
"14194.0","506244","2010-04-28 13:18:00",950.31,"2010-01-06 12:16:00","2010-04-28 13:12:00",0,5
"14194.0","506246","2010-04-28 13:23:00",379.92,"2010-01-06 12:16:00","2010-04-28 13:18:00",0,6
"14194.0","510442","2010-05-30 15:19:00",507.41,"2010-01-06 12:16:00","2010-04-28 13:23:00",32,7
"14194.0","511445","2010-06-08 12:27:00",609.89,"2010-01-06 12:16:00","2010-05-30 15:19:00",9,8
"14194.0","511447","2010-06-08 12:32:00",13.92,"2010-01-06 12:16:00","2010-06-08 12:27:00",0,9
"14194.0","511448","2010-06-08 12:33:00",24.4,"2010-01-06 12:16:00","2010-06-08 12:32:00",0,10
"14194.0","517864","2010-08-02 14:16:00",480.29,"2010-01-06 12:16:00","2010-06-08 12:33:00",55,11
"14194.0","521393","2010-09-05 15:27:00",1071.91,"2010-01-06 12:16:00","2010-08-02 14:16:00",34,12
"14194.0","529600","2010-10-29 09:43:00",884.35,"2010-01-06 12:16:00","2010-09-05 15:27:00",54,13
"14194.0","532550","2010-11-12 12:24:00",12.6,"2010-01-06 12:16:00","2010-10-29 09:43:00",14,14
"14194.0","532551","2010-11-12 12:26:00",499.98,"2010-01-06 12:16:00","2010-11-12 12:24:00",0,15
"14194.0","543251","2011-02-04 14:51:00",516.95,"2010-01-06 12:16:00","2010-11-12 12:26:00",84,16
"14194.0","546986","2011-03-18 12:55:00",780.35,"2010-01-06 12:16:00","2011-02-04 14:51:00",42,17
"14194.0","546988","2011-03-18 12:57:00",282.12,"2010-01-06 12:16:00","2011-03-18 12:55:00",0,18
"14194.0","553158","2011-05-13 15:24:00",689.42,"2010-01-06 12:16:00","2011-03-18 12:57:00",56,19
"14194.0","553159","2011-05-13 15:25:00",383.06,"2010-01-06 12:16:00","2011-05-13 15:24:00",0,20
"14194.0","553160","2011-05-13 15:26:00",85.36,"2010-01-06 12:16:00","2011-05-13 15:25:00",0,21
"14194.0","554906","2011-05-27 11:41:00",670.61,"2010-01-06 12:16:00","2011-05-13 15:26:00",14,22
"14194.0","557326","2011-06-20 09:50:00",479.45,"2010-01-06 12:16:00","2011-05-27 11:41:00",24,23
"14194.0","557327","2011-06-20 09:50:00",81.84,"2010-01-06 12:16:00","2011-06-20 09:50:00",0,24
"14194.0","561098","2011-07-25 10:56:00",558.49,"2010-01-06 12:16:00","2011-06-20 09:50:00",35,25
"14194.0","563550","2011-08-17 12:50:00",508.12,"2010-01-06 12:16:00","2011-07-25 10:56:00",23,26
"14194.0","564510","2011-08-25 14:42:00",630.68,"2010-01-06 12:16:00","2011-08-17 12:50:00",8,27
"14194.0","566597","2011-09-13 15:23:00",446.31,"2010-01-06 12:16:00","2011-08-25 14:42:00",19,28
"14194.0","568162","2011-09-25 12:32:00",863.2,"2010-01-06 12:16:00","2011-09-13 15:23:00",12,29
"14194.0","570492","2011-10-11 08:23:00",530.35,"2010-01-06 12:16:00","2011-09-25 12:32:00",16,30
"14194.0","570493","2011-10-11 08:24:00",70.8,"2010-01-06 12:16:00","2011-10-11 08:23:00",0,31
"14194.0","573287","2011-10-28 14:42:00",827.07,"2010-01-06 12:16:00","2011-10-11 08:24:00",17,32
"14194.0","573288","2011-10-28 14:42:00",315.78,"2010-01-06 12:16:00","2011-10-28 14:42:00",0,33
"14194.0","576597","2011-11-15 14:57:00",1025.35,"2010-01-06 12:16:00","2011-10-28 14:42:00",18,34
"14194.0","577633","2011-11-21 10:35:00",1120.11,"2010-01-06 12:16:00","2011-11-15 14:57:00",6,35
"14194.0","580595","2011-12-05 10:38:00",484.1,"2010-01-06 12:16:00","2011-11-21 10:35:00",14,36
"14195.0","501303","2010-03-15 17:12:00",807.2,"2010-03-15 17:12:00","",0,1
"14195.0","507272","2010-05-07 12:41:00",75.0,"2010-03-15 17:12:00","2010-03-15 17:12:00",53,2
"14195.0","507273","2010-05-07 12:44:00",333.2,"2010-03-15 17:12:00","2010-05-07 12:41:00",0,3
"14195.0","523986","2010-09-26 14:06:00",388.2,"2010-03-15 17:12:00","2010-05-07 12:44:00",142,4
"14195.0","548687","2011-04-01 16:50:00",828.4,"2010-03-15 17:12:00","2010-09-26 14:06:00",187,5
"14195.0","554064","2011-05-22 10:29:00",183.6,"2010-03-15 17:12:00","2011-04-01 16:50:00",51,6
"14196.0","564376","2011-08-25 10:25:00",335.52,"2011-08-25 10:25:00","",0,1
"14197.0","528789","2010-10-25 10:01:00",390.05,"2010-10-25 10:01:00","",0,1
"14198.0","493571","2010-01-05 10:07:00",135.25,"2010-01-05 10:07:00","",0,1
"14198.0","498153","2010-02-17 11:05:00",147.64,"2010-01-05 10:07:00","2010-01-05 10:07:00",43,2
"14198.0","512587","2010-06-16 15:55:00",186.06,"2010-01-05 10:07:00","2010-02-17 11:05:00",119,3
"14198.0","519627","2010-08-19 10:07:00",158.78,"2010-01-05 10:07:00","2010-06-16 15:55:00",64,4
"14198.0","530836","2010-11-04 13:50:00",240.6,"2010-01-05 10:07:00","2010-08-19 10:07:00",77,5
"14198.0","550155","2011-04-14 14:54:00",183.3,"2010-01-05 10:07:00","2010-11-04 13:50:00",161,6
"14198.0","560279","2011-07-17 15:47:00",173.65,"2010-01-05 10:07:00","2011-04-14 14:54:00",94,7
"14198.0","566648","2011-09-14 11:25:00",171.85,"2010-01-05 10:07:00","2011-07-17 15:47:00",59,8
"14198.0","577790","2011-11-21 16:35:00",172.6,"2010-01-05 10:07:00","2011-09-14 11:25:00",68,9
"14199.0","513612","2010-06-27 12:13:00",220.65,"2010-06-27 12:13:00","",0,1
"14199.0","514975","2010-07-07 12:50:00",102.0,"2010-06-27 12:13:00","2010-06-27 12:13:00",10,2
"14199.0","526486","2010-10-12 08:25:00",583.65,"2010-06-27 12:13:00","2010-07-07 12:50:00",97,3
"14199.0","551979","2011-05-05 13:44:00",185.4,"2010-06-27 12:13:00","2010-10-12 08:25:00",205,4
"14200.0","503517","2010-04-01 13:01:00",379.2,"2010-04-01 13:01:00","",0,1
"14201.0","506570","2010-04-30 13:00:00",181.95,"2010-04-30 13:00:00","",0,1
"14201.0","508807","2010-05-18 12:59:00",102.0,"2010-04-30 13:00:00","2010-04-30 13:00:00",18,2
"14201.0","529190","2010-10-26 18:51:00",162.15,"2010-04-30 13:00:00","2010-05-18 12:59:00",161,3
"14201.0","539011","2010-12-15 13:25:00",67.24,"2010-04-30 13:00:00","2010-10-26 18:51:00",50,4
"14201.0","550624","2011-04-19 13:57:00",109.04,"2010-04-30 13:00:00","2010-12-15 13:25:00",125,5
"14201.0","552253","2011-05-08 10:20:00",187.98,"2010-04-30 13:00:00","2011-04-19 13:57:00",19,6
"14201.0","555702","2011-06-06 14:35:00",46.84,"2010-04-30 13:00:00","2011-05-08 10:20:00",29,7
"14201.0","559916","2011-07-13 15:18:00",110.14,"2010-04-30 13:00:00","2011-06-06 14:35:00",37,8
"14201.0","567408","2011-09-20 10:47:00",105.9,"2010-04-30 13:00:00","2011-07-13 15:18:00",69,9
"14201.0","570415","2011-10-10 13:27:00",120.3,"2010-04-30 13:00:00","2011-09-20 10:47:00",20,10
"14202.0","502496","2010-03-25 10:36:00",241.2,"2010-03-25 10:36:00","",0,1
"14202.0","510486","2010-06-01 11:40:00",92.01,"2010-03-25 10:36:00","2010-03-25 10:36:00",68,2
"14202.0","534712","2010-11-23 17:13:00",514.55,"2010-03-25 10:36:00","2010-06-01 11:40:00",175,3
"14203.0","531351","2010-11-07 13:35:00",339.34,"2010-11-07 13:35:00","",0,1
"14204.0","489822","2009-12-02 13:26:00",371.27,"2009-12-02 13:26:00","",0,1
"14204.0","513108","2010-06-21 16:04:00",351.6,"2009-12-02 13:26:00","2009-12-02 13:26:00",201,2
"14204.0","526867","2010-10-13 13:32:00",179.06,"2009-12-02 13:26:00","2010-06-21 16:04:00",114,3
"14204.0","581142","2011-12-07 13:38:00",161.03,"2009-12-02 13:26:00","2010-10-13 13:32:00",420,4
"14205.0","500325","2010-03-07 12:20:00",232.65,"2010-03-07 12:20:00","",0,1
"14205.0","507026","2010-05-05 14:43:00",331.55,"2010-03-07 12:20:00","2010-03-07 12:20:00",59,2
"14205.0","514092","2010-06-30 12:06:00",156.5,"2010-03-07 12:20:00","2010-05-05 14:43:00",56,3
"14205.0","516156","2010-07-18 11:48:00",309.4,"2010-03-07 12:20:00","2010-06-30 12:06:00",18,4
"14205.0","521986","2010-09-10 10:34:00",309.3,"2010-03-07 12:20:00","2010-07-18 11:48:00",54,5
"14205.0","532058","2010-11-10 14:34:00",339.0,"2010-03-07 12:20:00","2010-09-10 10:34:00",61,6
"14205.0","532060","2010-11-10 14:37:00",269.1,"2010-03-07 12:20:00","2010-11-10 14:34:00",0,7
"14205.0","547081","2011-03-20 15:07:00",222.9,"2010-03-07 12:20:00","2010-11-10 14:37:00",130,8
"14205.0","578133","2011-11-23 10:55:00",243.8,"2010-03-07 12:20:00","2011-03-20 15:07:00",248,9
"14206.0","530264","2010-11-02 11:37:00",542.45,"2010-11-02 11:37:00","",0,1
"14206.0","533339","2010-11-16 18:20:00",314.4,"2010-11-02 11:37:00","2010-11-02 11:37:00",14,2
"14206.0","550167","2011-04-14 16:38:00",328.16,"2010-11-02 11:37:00","2010-11-16 18:20:00",149,3
"14207.0","495078","2010-01-21 09:33:00",157.8,"2010-01-21 09:33:00","",0,1
"14208.0","511068","2010-06-06 13:11:00",415.31,"2010-06-06 13:11:00","",0,1
"14208.0","565750","2011-09-06 12:48:00",151.74,"2010-06-06 13:11:00","2010-06-06 13:11:00",457,2
"14209.0","495243","2010-01-22 10:28:00",256.95,"2010-01-22 10:28:00","",0,1
"14209.0","501034","2010-03-11 18:46:00",335.4,"2010-01-22 10:28:00","2010-01-22 10:28:00",48,2
"14209.0","505498","2010-04-22 13:29:00",265.8,"2010-01-22 10:28:00","2010-03-11 18:46:00",42,3
"14209.0","511401","2010-06-08 11:38:00",343.45,"2010-01-22 10:28:00","2010-04-22 13:29:00",47,4
"14209.0","518275","2010-08-06 09:52:00",446.75,"2010-01-22 10:28:00","2010-06-08 11:38:00",59,5
"14209.0","522213","2010-09-13 12:05:00",334.34,"2010-01-22 10:28:00","2010-08-06 09:52:00",38,6
"14209.0","525063","2010-10-03 14:23:00",258.65,"2010-01-22 10:28:00","2010-09-13 12:05:00",20,7
"14209.0","530367","2010-11-02 16:06:00",499.55,"2010-01-22 10:28:00","2010-10-03 14:23:00",30,8
"14209.0","533990","2010-11-19 13:58:00",178.95,"2010-01-22 10:28:00","2010-11-02 16:06:00",17,9
"14209.0","540817","2011-01-11 12:56:00",347.95,"2010-01-22 10:28:00","2010-11-19 13:58:00",53,10
"14209.0","547720","2011-03-25 10:08:00",420.6,"2010-01-22 10:28:00","2011-01-11 12:56:00",73,11
"14209.0","552536","2011-05-10 10:00:00",314.6,"2010-01-22 10:28:00","2011-03-25 10:08:00",46,12
"14209.0","560972","2011-07-22 11:44:00",438.5,"2010-01-22 10:28:00","2011-05-10 10:00:00",73,13
"14209.0","562930","2011-08-10 16:01:00",354.68,"2010-01-22 10:28:00","2011-07-22 11:44:00",19,14
"14209.0","579278","2011-11-29 10:18:00",197.1,"2010-01-22 10:28:00","2011-08-10 16:01:00",111,15
"14210.0","493719","2010-01-06 10:17:00",627.91,"2010-01-06 10:17:00","",0,1
"14210.0","501449","2010-03-16 15:02:00",454.73,"2010-01-06 10:17:00","2010-01-06 10:17:00",69,2
"14210.0","504548","2010-04-14 12:40:00",364.68,"2010-01-06 10:17:00","2010-03-16 15:02:00",29,3
"14210.0","509000","2010-05-19 13:21:00",403.3,"2010-01-06 10:17:00","2010-04-14 12:40:00",35,4
"14210.0","511500","2010-06-08 14:44:00",324.64,"2010-01-06 10:17:00","2010-05-19 13:21:00",20,5
"14210.0","514481","2010-07-02 14:37:00",438.51,"2010-01-06 10:17:00","2010-06-08 14:44:00",24,6
"14210.0","519253","2010-08-15 15:33:00",324.86,"2010-01-06 10:17:00","2010-07-02 14:37:00",44,7
"14210.0","520419","2010-08-26 09:52:00",312.5,"2010-01-06 10:17:00","2010-08-15 15:33:00",11,8
"14210.0","520420","2010-08-26 09:53:00",25.2,"2010-01-06 10:17:00","2010-08-26 09:52:00",0,9
"14210.0","524407","2010-09-29 09:23:00",374.4,"2010-01-06 10:17:00","2010-08-26 09:53:00",34,10
"14210.0","536956","2010-12-03 12:43:00",609.9,"2010-01-06 10:17:00","2010-09-29 09:23:00",65,11
"14210.0","540027","2011-01-04 13:30:00",363.66,"2010-01-06 10:17:00","2010-12-03 12:43:00",32,12
"14210.0","544165","2011-02-16 13:11:00",308.78,"2010-01-06 10:17:00","2011-01-04 13:30:00",43,13
"14210.0","551147","2011-04-26 14:07:00",305.46,"2010-01-06 10:17:00","2011-02-16 13:11:00",69,14
"14210.0","554795","2011-05-26 12:46:00",316.8,"2010-01-06 10:17:00","2011-04-26 14:07:00",30,15
"14210.0","564634","2011-08-26 12:36:00",306.19,"2010-01-06 10:17:00","2011-05-26 12:46:00",92,16
"14211.0","491075","2009-12-09 12:48:00",187.8,"2009-12-09 12:48:00","",0,1
"14211.0","495677","2010-01-26 11:32:00",220.6,"2009-12-09 12:48:00","2009-12-09 12:48:00",48,2
"14211.0","506131","2010-04-27 14:56:00",405.06,"2009-12-09 12:48:00","2010-01-26 11:32:00",91,3
"14211.0","511438","2010-06-08 12:08:00",203.97,"2009-12-09 12:48:00","2010-04-27 14:56:00",42,4
"14211.0","513117","2010-06-22 09:37:00",281.18,"2009-12-09 12:48:00","2010-06-08 12:08:00",14,5
"14211.0","513118","2010-06-22 09:39:00",19.9,"2009-12-09 12:48:00","2010-06-22 09:37:00",0,6
"14211.0","517573","2010-07-30 09:42:00",312.5,"2009-12-09 12:48:00","2010-06-22 09:39:00",38,7
"14211.0","528676","2010-10-24 12:51:00",363.98,"2009-12-09 12:48:00","2010-07-30 09:42:00",86,8
"14211.0","528683","2010-10-24 12:54:00",166.2,"2009-12-09 12:48:00","2010-10-24 12:51:00",0,9
"14211.0","544322","2011-02-17 15:50:00",145.2,"2009-12-09 12:48:00","2010-10-24 12:54:00",116,10
"14211.0","545075","2011-02-28 09:33:00",319.9,"2009-12-09 12:48:00","2011-02-17 15:50:00",11,11
"14211.0","550287","2011-04-15 14:15:00",138.79,"2009-12-09 12:48:00","2011-02-28 09:33:00",46,12
"14211.0","550535","2011-04-19 11:19:00",155.6,"2009-12-09 12:48:00","2011-04-15 14:15:00",4,13
"14211.0","553227","2011-05-16 10:46:00",150.4,"2009-12-09 12:48:00","2011-04-19 11:19:00",27,14
"14211.0","565405","2011-09-04 10:51:00",220.04,"2009-12-09 12:48:00","2011-05-16 10:46:00",111,15
"14211.0","567517","2011-09-20 15:49:00",209.16,"2009-12-09 12:48:00","2011-09-04 10:51:00",16,16
"14211.0","570885","2011-10-13 10:20:00",355.78,"2009-12-09 12:48:00","2011-09-20 15:49:00",23,17
"14211.0","571435","2011-10-17 13:23:00",546.23,"2009-12-09 12:48:00","2011-10-13 10:20:00",4,18
"14212.0","523033","2010-09-20 11:48:00",1119.66,"2010-09-20 11:48:00","",0,1
"14212.0","566260","2011-09-11 12:45:00",1070.48,"2010-09-20 11:48:00","2010-09-20 11:48:00",356,2
"14213.0","529803","2010-10-31 10:37:00",1192.2,"2010-10-31 10:37:00","",0,1
"14214.0","545812","2011-03-07 12:26:00",638.65,"2011-03-07 12:26:00","",0,1
"14214.0","557761","2011-06-22 13:59:00",183.56,"2011-03-07 12:26:00","2011-03-07 12:26:00",107,2
"14214.0","559152","2011-07-06 15:02:00",76.95,"2011-03-07 12:26:00","2011-06-22 13:59:00",14,3
"14214.0","572032","2011-10-20 11:54:00",55.42,"2011-03-07 12:26:00","2011-07-06 15:02:00",106,4
"14214.0","575209","2011-11-09 10:31:00",49.8,"2011-03-07 12:26:00","2011-10-20 11:54:00",20,5
"14215.0","490757","2009-12-08 09:35:00",425.59,"2009-12-08 09:35:00","",0,1
"14215.0","495072","2010-01-21 08:22:00",833.52,"2009-12-08 09:35:00","2009-12-08 09:35:00",44,2
"14215.0","520407","2010-08-26 09:31:00",201.5,"2009-12-08 09:35:00","2010-01-21 08:22:00",217,3
"14215.0","537423","2010-12-06 15:34:00",332.0,"2009-12-08 09:35:00","2010-08-26 09:31:00",102,4
"14215.0","541103","2011-01-13 14:24:00",596.06,"2009-12-08 09:35:00","2010-12-06 15:34:00",38,5
"14215.0","542568","2011-01-28 14:53:00",160.05,"2009-12-08 09:35:00","2011-01-13 14:24:00",15,6
"14215.0","555592","2011-06-06 10:04:00",176.16,"2009-12-08 09:35:00","2011-01-28 14:53:00",129,7
"14215.0","567979","2011-09-23 10:44:00",245.64,"2009-12-08 09:35:00","2011-06-06 10:04:00",109,8
"14215.0","579125","2011-11-28 12:19:00",445.81,"2009-12-08 09:35:00","2011-09-23 10:44:00",66,9
"14216.0","528357","2010-10-21 15:07:00",310.74,"2010-10-21 15:07:00","",0,1
"14216.0","573955","2011-11-02 10:51:00",459.8,"2010-10-21 15:07:00","2010-10-21 15:07:00",377,2
"14216.0","578261","2011-11-23 13:24:00",792.94,"2010-10-21 15:07:00","2011-11-02 10:51:00",21,3
"14216.0","580097","2011-12-01 14:58:00",448.31,"2010-10-21 15:07:00","2011-11-23 13:24:00",8,4
"14216.0","580967","2011-12-06 14:56:00",138.25,"2010-10-21 15:07:00","2011-12-01 14:58:00",5,5
"14217.0","514119","2010-06-30 12:54:00",416.6,"2010-06-30 12:54:00","",0,1
